Sample_ID,Sample_Field_ID,Date,Lat_Deg,Long_Deg,Well_Type,Well_Depth_m,Division,District,Thana,Union,Mouza,element_symbol,element_unit,measured_value
S98_01796,CHIL-10,1998/07/25,26.1,88.8,HTW,24,Rajshahi,Nilphamari,Domar,Chilahati,Chilahati,Tl,ug/L,< 0.01
S98_01797,NIL-11,1998/07/24,25.9,88.8,HTW,18,Rajshahi,Nilphamari,Nilphamari Sadar,Nilphamari,Nilphamari,Tl,ug/L,< 0.01
S98_01798,BRUT-12,1998/07/25,26.203,89.11,HTW,,Rajshahi,Lalmonirhat,Hatibandha,Barakhta,Barakhta,Tl,ug/L,0.11
S98_01799,JAL-13,1998/07/25,25.931,88.838,HTW,27,Rajshahi,Nilphamari,Jaldhaka,Jaldhaka,Jaldhaka,Tl,ug/L,0.03
S98_01800,RANG-14,1998/07/26,25.752,89.253,HTW,18,Rajshahi,Rangpur,Rangpur Sadar,Rangipur,Rangipur,Tl,ug/L,0.01
S98_01801,LALM-15,1998/07/25,25.913,89.436,HTW,14,Rajshahi,Lalmonirhat,Lalmonirhat Sadar,Lalmonihat,Lalmonihat,Tl,ug/L,0.05
S98_01802,NAGUR-16,1998/07/26,25.965,89.671,HTW,18,Rajshahi,Kurigram,Nageshwari,Nagieshwari,Nagieshwari,Tl,ug/L,< 0.01
S98_01803,ULI-17,1998/07/26,25.653,89.623,HTW,18,Rajshahi,Kurigram,Ulipur,Ulipur,Ulipur,Tl,ug/L,< 0.01
S98_01804,BAMAN,1998/07/26,25.532,89.446,,18,Rajshahi,Gaibandha,Sundarganj,Bamandaga,Bamandaga,Tl,ug/L,< 0.01
S98_01805,BOA-19,1998/07/27,25.318,89.55,HTW,18,Rajshahi,Gaibandha,Gaibandha Sadar,Boalia,Boalia,Tl,ug/L,< 0.01
S98_01806,GABIN-20,1998/07/27,25.134,89.387,,12,Rajshahi,Gaibandha,Gobindaganj,Gabindagons,Gabindagons,Tl,ug/L,< 0.01
S98_01807,MADR-21,1998/07/22,25.109,89.036,HTW,15,Rajshahi,Jaipurhat,Jaipurhat Sadar,Madergonj,Madergonj,Tl,ug/L,0.01
S98_01808,SANTA-22,1998/07/22,24.804,88.969,HTW,18,Rajshahi,Bogra,Adamdighi,Santahar,Santahar,Tl,ug/L,< 0.01
S98_01809,GIOKU-23,1998/07/27,24.933,89.348,HTW,18,Rajshahi,Bogra,Bogra Sadar,Giokul,Giokul,Tl,ug/L,< 0.01
S98_01810,PATNI-29,1998/07/22,25.05,88.75,HTW,15,Rajshahi,Naogaon,Patnitala,Patnitala,Patnitala,Tl,ug/L,< 0.01
S98_01811,MAND-25,1998/07/22,24.793,88.701,HTW,30,Rajshahi,Naogaon,Manda,Manda,Manda,Tl,ug/L,< 0.01
S98_01812,PIR-25,1998/07/27,22.365,89.933,,,Barisal,Pirojpur,Mathbaria,,Burirchar,Tl,ug/L,0.3
S98_01813,RAHAN-26,1998/07/21,24.8,88.2,HTW,30,Rajshahi,Nawabganj,Gomastapur,Rahandur,Rahandur,Tl,ug/L,< 0.01
S98_01814,PIR-26,1998/07/27,22.365,89.933,HTW,37,Barisal,Pirojpur,Mathbaria,,Burirchar,Tl,ug/L,8.76
S98_01815,SHIB-27,1998/07/21,24.684,88.157,Piez,61,Rajshahi,Nawabganj,Shibganj (N),Shibgong,Shibgong,Tl,ug/L,< 0.01
S98_01816,PIR-27,1998/07/27,22.365,89.933,HTW,27,Barisal,Pirojpur,Mathbaria,,Burirchar,Tl,ug/L,0.14
S98_01817,GIODA-28,1998/07/21,24.461,88.328,HTW,30,Rajshahi,Rajshahi,Godagari,Giodagari,Giodagari,Tl,ug/L,< 0.01
S98_01818,SAPU-29,1998/07/21,24.374,88.558,HTW,37,Rajshahi,Rajshahi,Rajpara,Sapura,Sapura,Tl,ug/L,< 0.01
S98_01819,CHAR-30,1998/07/20,24.304,88.738,HTW,18,Rajshahi,Rajshahi,Charghat,Charghat,Charghat,Tl,ug/L,0.02
S98_01820,NAT-31,1998/07/20,24.414,89.988,HTW,27,Rajshahi,Natore,Natore Sadar,Natore,Natore,Tl,ug/L,< 0.01
S98_01821,SING-32,1998/07/20,24.506,89.143,TARA,18,Rajshahi,Natore,Singra,Singra,Singra,Tl,ug/L,< 0.01
S98_01822,LAL-33,1998/07/20,24.179,88.966,HTW,27,Rajshahi,Natore,Lalpur,Lalpur,Lalpur,Tl,ug/L,< 0.01
S98_01823,ROYG-34,1998/07/27,24.507,89.526,HTW,15,Rajshahi,Sirajganj,Raiganj,Roygong,Roygong,Tl,ug/L,< 0.01
S98_01824,SIRA-35,1998/07/28,24.463,89.708,HTW,18,Rajshahi,Sirajganj,Sirajganj Sadar,Sirjgong,Sirjgong,Tl,ug/L,< 0.01
S98_01825,CHAT-36,1998/07/20,24.15,89.261,HTW,18,Rajshahi,Pabna,Chatmohar,Chatmohur,Chatmohur,Tl,ug/L,< 0.01
S98_01826,PAB-37,1998/07/19,24.006,89.235,HTW,30,Rajshahi,Pabna,Pabna Sadar,Pabna,Pabna,Tl,ug/L,< 0.01
S98_01827,SUJA-38,1998/07/19,23.94,89.408,HTW,18,Rajshahi,Pabna,Sujanagar,Sujanager,Sujanager,Tl,ug/L,< 0.01
S98_01828,NAGIR-39,1998/07/28,23.951,89.65,HTW,20,Rajshahi,Pabna,Bera,Nagierbari,Nagierbari,Tl,ug/L,< 0.01
S98_01829,JA-40,1998/07/19,25.156,89.751,HTW,27,Dhaka,Jamalpur,Dewanganj,Chukaibari,Batheshasaria,Tl,ug/L,< 0.01
S98_01830,PRAG-40,1998/07/19,24.005,88.765,TARA,113,Khulna,Kushtia,Daulatpur (Ku),Pragpur,Pragpur,Tl,ug/L,< 0.01
S98_01831,HYM-41,1998/07/18,25.117,90.335,,27,Dhaka,Mymensingh,Haluaghat, Haluagher,Haluaghatthana Compn,Tl,ug/L,< 0.01
S98_01832,VHAR-41,1998/07/19,24.019,88.992,HTW,,Khulna,Kushtia,Bheramara,Vharamara,Vharamara,Tl,ug/L,< 0.01
S98_01833,KUST-42,1998/07/19,23.909,89.128,HTW,49,Khulna,Kushtia,Kushtia Sadar,Kushtia,Kushtia,Tl,ug/L,< 0.01
S98_01834,SHER-42/A,1998/07/18,25.018,90.012,HTW,36,Rajshahi,Bogra,Sherpur,Sherpur,,Tl,ug/L,< 0.01
S98_01835,MEHER-43,1998/07/19,23.761,88.632,HTW,27,Khulna,Meherpur,Meherpur Sadar,Meherpur,Meherpur,Tl,ug/L,< 0.01
S98_01836,JAM-43,1998/07/20,24.758,89.835,HTW,20,Dhaka,Jamalpur,Sarishabari,Sharishabari,Sharishabari,Tl,ug/L,< 0.01
S98_01837,DAR-44,1998/07/19,23.529,88.81,HTW,18,Khulna,Chuadanga,Chuadanga Sadar,Darsana,Darsana,Tl,ug/L,< 0.01
S98_01838,MYM-44,1998/07/17,24.748,90.406,DTW,107,Dhaka,Mymensingh,Mymensingh Sadar,Sadar,Bagmera,Tl,ug/L,< 0.01
S98_01839,JHIN-45,1998/07/18,23.547,89.165,,122,Khulna,Jhenaidah,Jhenaidah Sadar,Jhinaidha,Jhinaidha,Tl,ug/L,< 0.01
S98_01840,NET-45,1998/07/17,24.866,90.722,HTW,65,Dhaka,Netrokona,Netrokona Sadar,Sadar,Netrokona,Tl,ug/L,< 0.01
S98_01841,MAGU-46,1998/07/15,23.488,89.429,HTW,21,Khulna,Magura,Magura Sadar,Magura,Magura,Tl,ug/L,< 0.01
S98_01842,KISH-46,1998/07/18,24.444,90.773,DTW,118,Dhaka,Kishoreganj,Kishoreganj Sadar,Goital,Kishorgorj,Tl,ug/L,< 0.01
S98_01843,JES-47,1998/07/18,23.167,89.219,DTW,133,Khulna,Jessore,Jessore Sadar,Jessore,Jessore,Tl,ug/L,< 0.01
S98_01844,MYM-47,1998/07/17,24.454,90.54,HTW,,Dhaka,Mymensingh,Gafargaon,Saltia,Sulhasia,Tl,ug/L,< 0.01
S98_01845,NAR-48,1998/07/18,23.173,89.513,HTW,24,Khulna,Narail,Narail Sadar,Narail,Narail,Tl,ug/L,< 0.01
S98_01846,KISH-48,1998/07/18,24.047,90.973,HTW,20,Dhaka,Kishoreganj,Bhairab,Bhairab,Bhairab Rly St,Tl,ug/L,< 0.01
S98_01847,GODKHA-49,1998/07/15,23.059,89.077,HTW,24,Khulna,Jessore,Jhikargachha,Godkhali,Godkhali,Tl,ug/L,< 0.01
S98_01848,TA-49,1998/07/20,24.605,90.024,HTW,34,Dhaka,Tangail,Madhupur,Madhupur,Madhupur,Tl,ug/L,< 0.01
S98_01849,KHUL-50,1998/07/15,22.812,89.561,DTW,274,Khulna,Khulna,Khulna Sadar,Khulna,Khulna,Tl,ug/L,< 0.01
S98_01850,TA-50,1998/07/20,24.24,89.909,HTW,27,Dhaka,Tangail,Tangail Sadar,Sadar,Bepari Para,Tl,ug/L,< 0.01
S98_01851,SATKHR-51,1998/07/17,22.718,89.07,DTW,183,Khulna,Satkhira,Satkhira Sadar,Satkhira,Satkhira,Tl,ug/L,< 0.01
S98_01852,TA-51,1998/07/20,24.108,90.076,HTW,27,Dhaka,Tangail,Mirzapur,Baithgram,Gurail,Tl,ug/L,< 0.01
S98_01853,CHAL-52,1998/07/18,22.586,89.504,HTW,18,Khulna,Bagerhat,Bagerhat Sadar,Chalna,Chalna,Tl,ug/L,< 0.01
S98_01854,GA-52,1998/07/17,24.197,90.474,HTW,29,Dhaka,Gazipur,Sripur,Sreepur,Sreepur,Tl,ug/L,< 0.01
S98_01855,BAGIER-53,1998/07/15,22.663,89.763,,38,Khulna,Bagerhat,Bagerhat Sadar,Bagierhat,Bagierhat,Tl,ug/L,< 0.01
S98_01856,NAR-53,1998/07/18,23.926,90.718,HTW,,Dhaka,Narsingdi,Narsingdi Sadar,Narshingdi,Norshindi Dak Hangloo,Tl,ug/L,< 0.01
S98_01857,KHALIS-54,1998/07/18,22.548,89.538,DTW,274,Khulna,Khulna,Khulna Sadar,Khalishpur,Khalishpur,Tl,ug/L,< 0.01
S98_01858,DA-54,1998/07/16,23.734,90.418,DTW,137,Dhaka,Dhaka,Motijheel,Motijheel,Pwd Colony,Tl,ug/L,0.01
S98_01859,RJB-69,1998/07/22,23.765,89.476,HTW,22,Dhaka,Rajbari,Pangsha,,Kalukhau,Tl,ug/L,< 0.01
S98_01860,RJB-70,1998/07/22,23.754,89.645,DTW,127,Dhaka,Rajbari,Rajbari Sadar,,Municipality,Tl,ug/L,0.01
S98_01861,FAR-71,1998/07/23,23.599,89.835,DTW,84,Dhaka,Faridpur,Faridpur Sadar,,Municipal,Tl,ug/L,< 0.01
S98_01862,GOP-72,1998/07/23,23.21,89.693,HTW,20,Dhaka,Gopalganj,Kashiani,,Bhatiapara,Tl,ug/L,< 0.01
S98_01863,GOP-73,1998/07/23,23.005,89.823,HTW,20,Dhaka,Gopalganj,Gopalganj Sadar,Municipality,Gopalganj,Tl,ug/L,< 0.01
S98_01864,MAD-74,1998/07/23,23.167,90.195,DTW,238,Dhaka,Madaripur,Madaripur Sadar,Municipality,Madaripur,Tl,ug/L,< 0.01
S98_01865,BAR-75,1998/07/25,22.7,90.369,DTW,610,Barisal,Barisal,Barisal Sadar,,Barisal,Tl,ug/L,0.03
S98_01866,PAT-77,1998/07/25,22.355,90.345,DTW,274,Barisal,Patuakhali,Patuakhali Sadar,Municipality,Patuakhali,Tl,ug/L,0.02
S98_01867,DA-101,1998/07/21,23.51,90.217,HTW,26,Dhaka,Munshiganj,Munshiganj Sadar,Bhaishakul,Bhaishakul T Inst,Tl,ug/L,< 0.01
S98_01868,DA-102,1998/07/16,23.769,90.364,DTW,53,Dhaka,Dhaka,Mohammadpur (D),Mohammedpur,Mohammedpur,Tl,ug/L,< 0.01
S98_04510,GOHI-44,1998/07/29,22.1467,91.8231,Piez,265,Chittagong,Chittagong,Anowara,Gohira,UC Office,Tl,ug/L,0.05
S98_04511,RUST-45,1998/07/29,22.1924,91.8562,HTW,146,Chittagong,Chittagong,Anowara,Battali,Battali,Tl,ug/L,0.07
S98_04512,GOHI-46,1998/07/29,22.1467,91.8231,Piez,68,Chittagong,Chittagong,Anowara,Gohira,UC Office,Tl,ug/L,0.02
S98_04513,COM-84,1998/07/28,23.4453,91.1722,HTW,32,Chittagong,Comilla,Comilla Sadar,Shaktala,Shaktala,Tl,ug/L,0.13
S98_04514,DAUD-85,1998/07/28,23.536,90.7104,HTW,32,Chittagong,Comilla,Daudkandi,Daudkandi,Daudkandi Bazar,Tl,ug/L,0.08
S98_04515,LAKS-86,1998/07/28,23.2499,91.115,HTW,23,Chittagong,Comilla,Laksam,Nabaratpur,Nabaratpur,Tl,ug/L,0.05
S98_04516,HAJ-87,1998/07/31,23.2484,90.8696,DTW,107,Chittagong,Chandpur,Hajiganj,Aligonj,Aligonj H complex,Tl,ug/L,0.01
S98_04517,CHAN-88,1998/07/31,23.2342,90.6673,HTW,168,Chittagong,Chandpur,Chandpur Sadar,Shologhar,Shologhar,Tl,ug/L,0.01
S98_04518,NOA-89,1998/07/28,22.8334,91.0955,HTW,11,Chittagong,Noakhali,Noakhali Sadar,Sonapur,Sonapur,Tl,ug/L,0.07
S98_04519,FENI-90,1998/07/28,23.0053,91.3866,HTW,13,Chittagong,Feni,Feni Sadar,Pachgadria,Feni Rest House,Tl,ug/L,0.03
S98_04520,MIR-91,1998/07/28,22.7761,91.5656,HTW,25,Chittagong,Chittagong,Mirsharai,PS,Miraswarai,Tl,ug/L,0.03
S98_04521,CTG-92,1998/07/29,22.4735,91.7891,DTW,110,Chittagong,Chittagong,Hathazari,Hathajani,University,Tl,ug/L,0.03
S98_04522,CTG-93,1998/07/29,22.3704,91.8442,DTW,146,Chittagong,Chittagong,Chandgaon,Chandgown,Chandgown,Tl,ug/L,0.02
S98_04523,ANWA-94,1998/07/29,22.2234,91.898,HTW,43,Chittagong,Chittagong,Anowara,Anwara,Thana Parishad Office,Tl,ug/L,0.07
S98_04524,SAT-95,1998/07/29,22.0721,92.0479,HTW,31,Chittagong,Chittagong,Satkania,Satkania,Satkania,Tl,ug/L,< 0.01
S98_04525,COX-99,1998/07/30,21.4349,91.9656,HTW,10,Chittagong,Cox's Bazar,Cox's Bazar Sadar,,BWDB rest house,Tl,ug/L,0.03
S98_04526,UKHI-100,1998/07/30,21.2432,92.1325,DTW,52,Chittagong,Cox's Bazar,Ukhia,Ukhia,Ukhia Bazar,Tl,ug/L,0.02
S99_00796,SAN-43(CS),1999/04/06,22.4815,91.4285,Piez,56.96,Chittagong,Chittagong,Sandwip,Rahamatpur,Rahamatpur,Tl,ug/L,
S99_00797,SAN-42(CMD),1999/04/06,22.4815,91.4285,Piez,160.92,Chittagong,Chittagong,Sandwip,Rahamatpur,Rahamatpur,Tl,ug/L,
S99_00798,SAN-41(CD),1999/04/06,22.4815,91.4285,Piez,261.94,Chittagong,Chittagong,Sandwip,Rahamatpur,Rahamatpur,Tl,ug/L,
S99_00799,MOH-98,1999/05/28,21.517,91.9584,Piez,7.32,Chittagong,Cox's Bazar,Maheshkhali,Gorukghata,Gorukghata,Tl,ug/L,
S99_00800,KUT-97,1999/05/30,21.8128,91.8449,Piez,542.68,Chittagong,Cox's Bazar,Kutubdia,Baraghope,Baraghope,Tl,ug/L,
S99_00801,SAND-9,1999/03/06,22.4817,91.4332,Piez,329.26,Chittagong,Chittagong,Sandwip,BWDB Guest house,BWDB Guest house,Tl,ug/L,
S99_00802,AKHA-82,1999/05/24,23.8659,91.201,HTW,18.3,Chittagong,Brahamanbaria,Akhaura,Railway station,Railway station,Tl,ug/L,
S99_00803,MUR-83,1999/05/24,23.7627,90.9899,HTW,26.22,Chittagong,Comilla,Muradnagar,Kasimpur,Kasimpur,Tl,ug/L,
S99_00804,CHU-81,1999/05/25,24.1945,91.5138,HTW,30.5,Sylhet,Habiganj,Chunarughat,Chunarughat Bazar,Chunarughat Bazar,Tl,ug/L,
S99_00805,HABI-80,1999/05/25,24.3776,91.4083,HTW,36.59,Sylhet,Habiganj,Habiganj Sadar,Rajanagar,Rajanagar,Tl,ug/L,
S99_00806,MVI-79,1999/05/25,24.4696,91.7603,HTW,30.5,Sylhet,Maulvibazar,Maulvi Bazar Sadar,Sultanpur,Sultanpur,Tl,ug/L,
S99_00807,SYL-78,1998/05/25,24.8795,91.8605,HTW,30.5,Sylhet,Sylhet,Sylhet Sadar,Railway station,Railway station,Tl,ug/L,
S98_01785,SAT-1,1998/07/23,26.479,88.514,HTW,9,Rajshahi,Panchagarh,Tetulia,Satmara,Satmara,Tm,ug/L,< 0.005
S98_01786,130DA-2,,25.7,88.5,HTW,15,Rajshahi,Panchagarh,Boda,Boda,Boda,Tm,ug/L,< 0.005
S98_01787,TA-2/B,1998/07/20,24.088,90.17,HTW,37,Dhaka,Tangail,Mirzapur,Gurai,Gurai,Tm,ug/L,< 0.005
S98_01788,BALI-3,1998/07/23,26.083,88.279,HTW,18,Rajshahi,Thakurgaon,Baliadangi,Baliadanga,Baliadanga,Tm,ug/L,< 0.005
S98_01789,SALN-4,1998/07/23,26.054,88.533,HTW,37,Rajshahi,Thakurgaon,Thakurgaon Sadar,Salander,Salander,Tm,ug/L,< 0.005
S98_01790,JA-4/B,1998/07/19,24.91,89.946,HTW,26,Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur,Fulbaria,Tm,ug/L,< 0.005
S98_01791,KABIR-5,1998/07/24,25.903,88.6,HTW,30,Rajshahi,Dinajpur,Birganj,Birgong,Kbirashat,Tm,ug/L,< 0.005
S98_01792,RANI-6,1998/07/23,25.901,88.254,HTW,30,Rajshahi,Thakurgaon,Ranisankail,Ranisanwail,Ranisanwail,Tm,ug/L,< 0.005
S98_01793,SIBRM-7,1998/07/24,25.665,88.652,HTW,18,Rajshahi,Dinajpur,Dinajpur Sadar,Sibrampur,Sibrampur,Tm,ug/L,< 0.005
S98_01794,PARBT-8,1998/07/24,25.653,88.915,HTW,20,Rajshahi,Dinajpur,Parbatipur,Parbatipur,Parbatipur,Tm,ug/L,< 0.005
S98_01795,HAKM-9,1998/07/22,25.288,89.021,HTW,21,Rajshahi,Dinajpur,Hakimpur,Hakimpur,Hakimpur,Tm,ug/L,< 0.005
S98_01796,CHIL-10,1998/07/25,26.1,88.8,HTW,24,Rajshahi,Nilphamari,Domar,Chilahati,Chilahati,Tm,ug/L,< 0.005
S98_01797,NIL-11,1998/07/24,25.9,88.8,HTW,18,Rajshahi,Nilphamari,Nilphamari Sadar,Nilphamari,Nilphamari,Tm,ug/L,< 0.005
S98_01798,BRUT-12,1998/07/25,26.203,89.11,HTW,,Rajshahi,Lalmonirhat,Hatibandha,Barakhta,Barakhta,Tm,ug/L,< 0.005
S98_01799,JAL-13,1998/07/25,25.931,88.838,HTW,27,Rajshahi,Nilphamari,Jaldhaka,Jaldhaka,Jaldhaka,Tm,ug/L,< 0.005
S98_01800,RANG-14,1998/07/26,25.752,89.253,HTW,18,Rajshahi,Rangpur,Rangpur Sadar,Rangipur,Rangipur,Tm,ug/L,< 0.005
S98_01801,LALM-15,1998/07/25,25.913,89.436,HTW,14,Rajshahi,Lalmonirhat,Lalmonirhat Sadar,Lalmonihat,Lalmonihat,Tm,ug/L,< 0.005
S98_01802,NAGUR-16,1998/07/26,25.965,89.671,HTW,18,Rajshahi,Kurigram,Nageshwari,Nagieshwari,Nagieshwari,Tm,ug/L,< 0.005
S98_01803,ULI-17,1998/07/26,25.653,89.623,HTW,18,Rajshahi,Kurigram,Ulipur,Ulipur,Ulipur,Tm,ug/L,< 0.005
S98_01804,BAMAN,1998/07/26,25.532,89.446,,18,Rajshahi,Gaibandha,Sundarganj,Bamandaga,Bamandaga,Tm,ug/L,< 0.005
S98_01805,BOA-19,1998/07/27,25.318,89.55,HTW,18,Rajshahi,Gaibandha,Gaibandha Sadar,Boalia,Boalia,Tm,ug/L,< 0.005
S98_01806,GABIN-20,1998/07/27,25.134,89.387,,12,Rajshahi,Gaibandha,Gobindaganj,Gabindagons,Gabindagons,Tm,ug/L,< 0.005
S98_01807,MADR-21,1998/07/22,25.109,89.036,HTW,15,Rajshahi,Jaipurhat,Jaipurhat Sadar,Madergonj,Madergonj,Tm,ug/L,< 0.005
S98_01808,SANTA-22,1998/07/22,24.804,88.969,HTW,18,Rajshahi,Bogra,Adamdighi,Santahar,Santahar,Tm,ug/L,< 0.005
S98_01809,GIOKU-23,1998/07/27,24.933,89.348,HTW,18,Rajshahi,Bogra,Bogra Sadar,Giokul,Giokul,Tm,ug/L,< 0.005
S98_01810,PATNI-29,1998/07/22,25.05,88.75,HTW,15,Rajshahi,Naogaon,Patnitala,Patnitala,Patnitala,Tm,ug/L,< 0.005
S98_01811,MAND-25,1998/07/22,24.793,88.701,HTW,30,Rajshahi,Naogaon,Manda,Manda,Manda,Tm,ug/L,< 0.005
S98_01812,PIR-25,1998/07/27,22.365,89.933,,,Barisal,Pirojpur,Mathbaria,,Burirchar,Tm,ug/L,0.006
S98_01813,RAHAN-26,1998/07/21,24.8,88.2,HTW,30,Rajshahi,Nawabganj,Gomastapur,Rahandur,Rahandur,Tm,ug/L,< 0.005
S98_01814,PIR-26,1998/07/27,22.365,89.933,HTW,37,Barisal,Pirojpur,Mathbaria,,Burirchar,Tm,ug/L,0.011
S98_01815,SHIB-27,1998/07/21,24.684,88.157,Piez,61,Rajshahi,Nawabganj,Shibganj (N),Shibgong,Shibgong,Tm,ug/L,< 0.005
S98_01816,PIR-27,1998/07/27,22.365,89.933,HTW,27,Barisal,Pirojpur,Mathbaria,,Burirchar,Tm,ug/L,< 0.005
S98_01817,GIODA-28,1998/07/21,24.461,88.328,HTW,30,Rajshahi,Rajshahi,Godagari,Giodagari,Giodagari,Tm,ug/L,< 0.005
S98_01818,SAPU-29,1998/07/21,24.374,88.558,HTW,37,Rajshahi,Rajshahi,Rajpara,Sapura,Sapura,Tm,ug/L,< 0.005
S98_01819,CHAR-30,1998/07/20,24.304,88.738,HTW,18,Rajshahi,Rajshahi,Charghat,Charghat,Charghat,Tm,ug/L,< 0.005
S98_01820,NAT-31,1998/07/20,24.414,89.988,HTW,27,Rajshahi,Natore,Natore Sadar,Natore,Natore,Tm,ug/L,< 0.005
S98_01821,SING-32,1998/07/20,24.506,89.143,TARA,18,Rajshahi,Natore,Singra,Singra,Singra,Tm,ug/L,< 0.005
S98_01822,LAL-33,1998/07/20,24.179,88.966,HTW,27,Rajshahi,Natore,Lalpur,Lalpur,Lalpur,Tm,ug/L,< 0.005
S98_01823,ROYG-34,1998/07/27,24.507,89.526,HTW,15,Rajshahi,Sirajganj,Raiganj,Roygong,Roygong,Tm,ug/L,< 0.005
S98_01824,SIRA-35,1998/07/28,24.463,89.708,HTW,18,Rajshahi,Sirajganj,Sirajganj Sadar,Sirjgong,Sirjgong,Tm,ug/L,< 0.005
S98_01825,CHAT-36,1998/07/20,24.15,89.261,HTW,18,Rajshahi,Pabna,Chatmohar,Chatmohur,Chatmohur,Tm,ug/L,< 0.005
S98_01826,PAB-37,1998/07/19,24.006,89.235,HTW,30,Rajshahi,Pabna,Pabna Sadar,Pabna,Pabna,Tm,ug/L,< 0.005
S98_01827,SUJA-38,1998/07/19,23.94,89.408,HTW,18,Rajshahi,Pabna,Sujanagar,Sujanager,Sujanager,Tm,ug/L,< 0.005
S98_01828,NAGIR-39,1998/07/28,23.951,89.65,HTW,20,Rajshahi,Pabna,Bera,Nagierbari,Nagierbari,Tm,ug/L,< 0.005
S98_01829,JA-40,1998/07/19,25.156,89.751,HTW,27,Dhaka,Jamalpur,Dewanganj,Chukaibari,Batheshasaria,Tm,ug/L,< 0.005
S98_01830,PRAG-40,1998/07/19,24.005,88.765,TARA,113,Khulna,Kushtia,Daulatpur (Ku),Pragpur,Pragpur,Tm,ug/L,< 0.005
S98_01831,HYM-41,1998/07/18,25.117,90.335,,27,Dhaka,Mymensingh,Haluaghat, Haluagher,Haluaghatthana Compn,Tm,ug/L,< 0.005
S98_01832,VHAR-41,1998/07/19,24.019,88.992,HTW,,Khulna,Kushtia,Bheramara,Vharamara,Vharamara,Tm,ug/L,< 0.005
S98_01833,KUST-42,1998/07/19,23.909,89.128,HTW,49,Khulna,Kushtia,Kushtia Sadar,Kushtia,Kushtia,Tm,ug/L,< 0.005
S98_01834,SHER-42/A,1998/07/18,25.018,90.012,HTW,36,Rajshahi,Bogra,Sherpur,Sherpur,,Tm,ug/L,< 0.005
S98_01835,MEHER-43,1998/07/19,23.761,88.632,HTW,27,Khulna,Meherpur,Meherpur Sadar,Meherpur,Meherpur,Tm,ug/L,< 0.005
S98_01836,JAM-43,1998/07/20,24.758,89.835,HTW,20,Dhaka,Jamalpur,Sarishabari,Sharishabari,Sharishabari,Tm,ug/L,< 0.005
S98_01837,DAR-44,1998/07/19,23.529,88.81,HTW,18,Khulna,Chuadanga,Chuadanga Sadar,Darsana,Darsana,Tm,ug/L,< 0.005
S98_01838,MYM-44,1998/07/17,24.748,90.406,DTW,107,Dhaka,Mymensingh,Mymensingh Sadar,Sadar,Bagmera,Tm,ug/L,< 0.005
S98_01839,JHIN-45,1998/07/18,23.547,89.165,,122,Khulna,Jhenaidah,Jhenaidah Sadar,Jhinaidha,Jhinaidha,Tm,ug/L,< 0.005
S98_01840,NET-45,1998/07/17,24.866,90.722,HTW,65,Dhaka,Netrokona,Netrokona Sadar,Sadar,Netrokona,Tm,ug/L,< 0.005
S98_01841,MAGU-46,1998/07/15,23.488,89.429,HTW,21,Khulna,Magura,Magura Sadar,Magura,Magura,Tm,ug/L,< 0.005
S98_01842,KISH-46,1998/07/18,24.444,90.773,DTW,118,Dhaka,Kishoreganj,Kishoreganj Sadar,Goital,Kishorgorj,Tm,ug/L,< 0.005
S98_01843,JES-47,1998/07/18,23.167,89.219,DTW,133,Khulna,Jessore,Jessore Sadar,Jessore,Jessore,Tm,ug/L,< 0.005
S98_01844,MYM-47,1998/07/17,24.454,90.54,HTW,,Dhaka,Mymensingh,Gafargaon,Saltia,Sulhasia,Tm,ug/L,< 0.005
S98_01845,NAR-48,1998/07/18,23.173,89.513,HTW,24,Khulna,Narail,Narail Sadar,Narail,Narail,Tm,ug/L,< 0.005
S98_01846,KISH-48,1998/07/18,24.047,90.973,HTW,20,Dhaka,Kishoreganj,Bhairab,Bhairab,Bhairab Rly St,Tm,ug/L,< 0.005
S98_01847,GODKHA-49,1998/07/15,23.059,89.077,HTW,24,Khulna,Jessore,Jhikargachha,Godkhali,Godkhali,Tm,ug/L,< 0.005
S98_01848,TA-49,1998/07/20,24.605,90.024,HTW,34,Dhaka,Tangail,Madhupur,Madhupur,Madhupur,Tm,ug/L,< 0.005
S98_01849,KHUL-50,1998/07/15,22.812,89.561,DTW,274,Khulna,Khulna,Khulna Sadar,Khulna,Khulna,Tm,ug/L,< 0.005
S98_01850,TA-50,1998/07/20,24.24,89.909,HTW,27,Dhaka,Tangail,Tangail Sadar,Sadar,Bepari Para,Tm,ug/L,< 0.005
S98_01851,SATKHR-51,1998/07/17,22.718,89.07,DTW,183,Khulna,Satkhira,Satkhira Sadar,Satkhira,Satkhira,Tm,ug/L,< 0.005
S98_01852,TA-51,1998/07/20,24.108,90.076,HTW,27,Dhaka,Tangail,Mirzapur,Baithgram,Gurail,Tm,ug/L,< 0.005
S98_01853,CHAL-52,1998/07/18,22.586,89.504,HTW,18,Khulna,Bagerhat,Bagerhat Sadar,Chalna,Chalna,Tm,ug/L,< 0.005
S98_01854,GA-52,1998/07/17,24.197,90.474,HTW,29,Dhaka,Gazipur,Sripur,Sreepur,Sreepur,Tm,ug/L,< 0.005
S98_01855,BAGIER-53,1998/07/15,22.663,89.763,,38,Khulna,Bagerhat,Bagerhat Sadar,Bagierhat,Bagierhat,Tm,ug/L,< 0.005
